t,x,y
18.26052,33.87083,-328.0654
18.29384,-26.41097,-329.9861
18.32717,-86.92511,-319.1103
18.36049,-144.9923,-297.665
18.39381,-179.3238,-280.8138
18.42713,-210.7611,-255.1303
18.46046,-229.7609,-229.1726
18.49378,-244.2858,-212.0844
18.5271,-251.7204,-202.4404
18.56042,-252.1781,-201.8319
18.59374,-245.4567,-210.3685
18.62707,-231.8498,-227.0552
18.66039,-213.8698,-252.0996
18.69371,-179.7399,-274.2921
18.72703,-140.974,-300.1499
18.76035,-93.73007,-315.2785
18.79368,-41.16969,-328.6193
18.827,16.86498,-329.2939
18.86032,73.5412,-322.4635
18.89364,126.2632,-304.9793
18.92696,173.8362,-286.1624
18.96029,206.1313,-264.3581
18.99361,231.3602,-241.1154
19.02693,249.9949,-222.8598
19.06025,261.0748,-211.0178
19.09358,264.2688,-207.0725
19.1269,258.7578,-211.3312
19.16022,247.6943,-225.2429
19.19354,227.2982,-245.0504
19.22686,198.3001,-268.7634
19.26019,157.2742,-289.948
19.29351,108.949,-310.6998
19.32683,52.69994,-325.4193
19.36015,-6.379051,-329.679
19.39347,-66.34656,-322.7235
19.4268,-122.2593,-310.7003
19.46012,-164.1259,-289.8872
19.49344,-201.9471,-266.5784
19.52676,-220.5822,-238.0934
19.56009,-238.1715,-219.382
19.59341,-248.1235,-207.1767
19.62673,-250.4906,-203.8854
19.66005,-246.1604,-209.3753
19.69337,-234.7538,-223.2429
19.7267,-214.9463,-243.1882
19.76002,-192.3788,-270.7467
19.79334,-151.7522,-291.2946
19.82666,-107.9034,-311.5607
19.85998,-56.2783,-324.7158
19.89331,-1.746184,-330.1652
19.92663,55.54719,-325.7486
19.95995,108.1683,-311.492
19.99327,159.9707,-293.9669
20.02659,202.2715,-268.1239
20.05992,222.6513,-250.4283
20.09324,243.2001,-230.0088
20.12656,256.7145,-216.3672
20.15988,262.3232,-209.8441
20.19321,257.4432,-209.7112
20.22653,248.96,-222.3142
20.25985,231.3615,-240.0645
20.29317,204.9936,-262.2154
20.32649,167.4385,-282.4687
20.35982,122.7833,-305.5662
20.39314,69.87181,-322.1284
20.42646,10.70791,-330.2414
20.45978,-49.37582,-326.4033
20.4931,-104.6857,-312.4713
20.52643,-154.0605,-297.9824
20.55975,-190.7479,-274.9685
20.59307,-216.102,-248.9665
20.62639,-231.8152,-226.437
20.65972,-244.2057,-212.6256
20.69304,-248.9198,-207.0326
20.72636,-246.3944,-209.778
20.75968,-237.833,-222.001
20.793,-220.1352,-239.8846
20.82633,-199.2891,-265.947
20.85965,-162.6653,-288.4423
20.89297,-119.2275,-306.1406
20.92629,-70.499,-322.5127
20.95961,-16.04332,-332.1424
20.99294,39.97319,-328.0339
21.02626,93.79446,-315.7737
21.05958,144.096,-300.9317
21.0929,189.3231,-272.2896
21.12622,226.0193,-250.8708
21.15955,236.9217,-237.6734
21.19287,248.7977,-219.374
21.22619,256.4657,-210.8146
21.25951,256.1066,-211.0833
21.29284,247.8899,-219.1664
21.32616,235.1004,-237.9429
21.35948,211.1264,-258.8945
21.3928,178.0814,-282.9812
21.42612,133.4367,-301.65
21.45945,82.84543,-318.463
21.49277,25.95688,-328.4452
21.52609,-32.8487,-328.4378
21.55941,-90.87734,-318.3647
21.59273,-141.8047,-303.9079
