 mass A  
t x y 
3.118821E2 1.414922E1 -5.223090E2
3.119155E2 -4.024028E0 -5.222867E2
3.119489E2 -2.068539E1 -5.230094E2
3.119823E2 -3.514781E1 -5.189965E2
3.120157E2 -5.068801E1 -5.181661E2
3.120492E2 -6.482746E1 -5.162774E2
3.120826E2 -7.869263E1 -5.178709E2
3.121160E2 -8.904322E1 -5.130473E2
3.121494E2 -9.903591E1 -5.142516E2
3.121828E2 -1.060575E2 -5.130346E2
3.122162E2 -1.086774E2 -5.087125E2
3.122497E2 -1.108679E2 -5.079197E2
3.122831E2 -1.107943E2 -5.077563E2
3.123165E2 -1.084173E2 -5.089031E2
3.123499E2 -1.029206E2 -5.088494E2
3.123833E2 -9.666681E1 -5.118728E2
3.124167E2 -8.715186E1 -5.119973E2
3.124502E2 -7.584767E1 -5.145914E2
3.124836E2 -6.485907E1 -5.191653E2
3.125170E2 -4.970716E1 -5.205898E2
3.125504E2 -3.350612E1 -5.186234E2
3.125838E2 -1.856890E1 -5.224860E2
3.126172E2 -2.156787E0 -5.189081E2
3.126507E2 1.535353E1 -5.193826E2
3.126841E2 3.063750E1 -5.186082E2
3.127175E2 4.563344E1 -5.169402E2
3.127509E2 5.856092E1 -5.163320E2
3.127843E2 7.058410E1 -5.142886E2
3.128177E2 8.642482E1 -5.167694E2
3.128512E2 9.976790E1 -5.094295E2
3.128846E2 9.668563E1 -5.146991E2
3.129180E2 9.949320E1 -5.130693E2
3.129514E2 1.012250E2 -5.101418E2
3.129848E2 1.047245E2 -5.129613E2
3.130182E2 1.002883E2 -5.133620E2
3.130517E2 9.489930E1 -5.150790E2
3.130851E2 8.521629E1 -5.168656E2
3.131185E2 7.595715E1 -5.184519E2
3.131519E2 6.364988E1 -5.200865E2
3.131853E2 5.307936E1 -5.169307E2
3.132188E2 3.694925E1 -5.181323E2
3.132522E2 2.033422E1 -5.192629E2
3.132856E2 3.823369E0 -5.197510E2
3.133190E2 -1.217098E1 -5.189343E2
3.133524E2 -3.028389E1 -5.229709E2
3.133858E2 -4.580267E1 -5.214512E2
3.134193E2 -5.885198E1 -5.168357E2
3.134527E2 -7.263578E1 -5.155969E2
3.134861E2 -8.385700E1 -5.128561E2
3.135195E2 -9.340713E1 -5.115663E2
3.135529E2 -1.010064E2 -5.096659E2
3.135863E2 -1.068544E2 -5.093828E2
3.136198E2 -1.107865E2 -5.103380E2
3.136532E2 -1.118352E2 -5.104497E2
3.136866E2 -1.108380E2 -5.109939E2
3.137200E2 -1.068650E2 -5.125372E2
3.137534E2 -1.004940E2 -5.138945E2
3.137868E2 -9.253974E1 -5.153471E2
3.138203E2 -8.243350E1 -5.173220E2
3.138537E2 -6.999773E1 -5.190260E2
3.138871E2 -5.495381E1 -5.167698E2
3.139205E2 -4.081756E1 -5.228531E2
3.139539E2 -2.403186E1 -5.188423E2
3.139873E2 -8.106219E0 -5.189023E2
3.140208E2 8.273971E0 -5.189408E2
3.140542E2 2.497568E1 -5.230563E2
3.140876E2 3.994382E1 -5.230093E2
3.141210E2 5.527095E1 -5.211746E2
3.141544E2 6.751613E1 -5.198396E2
3.141878E2 7.817103E1 -5.182556E2
3.142213E2 9.593329E1 -5.112744E2
3.142547E2 1.001756E2 -5.146953E2
3.142881E2 1.038330E2 -5.133206E2
3.143215E2 1.016371E2 -5.131805E2
3.143549E2 1.028173E2 -5.131760E2
3.143884E2 1.007904E2 -5.131327E2
3.144218E2 9.676684E1 -5.149645E2
3.144552E2 8.751832E1 -5.160783E2
3.144886E2 7.794921E1 -5.177425E2
3.145220E2 7.360909E1 -5.146017E2
3.145554E2 5.643701E1 -5.210954E2
3.145889E2 4.060199E1 -5.188581E2
3.146223E2 2.567338E1 -5.231941E2
3.146557E2 8.154694E0 -5.233562E2
3.146891E2 -7.956787E0 -5.230786E2
3.147225E2 -2.410084E1 -5.232075E2
3.147559E2 -4.010129E1 -5.222144E2
3.147894E2 -5.470040E1 -5.211119E2
3.148228E2 -6.822924E1 -5.192991E2
3.148562E2 -8.014801E1 -5.170439E2
3.148896E2 -9.076998E1 -5.160699E2
3.149230E2 -9.920909E1 -5.141464E2
3.149564E2 -1.059158E2 -5.130614E2
3.149899E2 -1.097711E2 -5.122513E2
3.150233E2 -1.118305E2 -5.119790E2
3.150567E2 -1.111231E2 -5.121555E2
3.150901E2 -1.077666E2 -5.128310E2
3.151235E2 -1.030891E2 -5.140169E2
3.151569E2 -9.480139E1 -5.145401E2
3.151904E2 -8.583654E1 -5.162991E2
3.152238E2 -7.384923E1 -5.187946E2
3.152572E2 -6.095853E1 -5.205272E2
3.152906E2 -4.673496E1 -5.224294E2
3.153240E2 -3.066112E1 -5.233816E2
3.153574E2 -1.509864E1 -5.240313E2
3.153909E2 1.619720E0 -5.196840E2
3.154243E2 1.857912E1 -5.188701E2
3.154577E2 3.342977E1 -5.180536E2
3.154911E2 4.769304E1 -5.168878E2
3.155245E2 6.141764E1 -5.148782E2
3.155580E2 7.448190E1 -5.186275E2
3.155914E2 8.444359E1 -5.165142E2
3.156248E2 9.998491E1 -5.089219E2
3.156582E2 1.049162E2 -5.130896E2
3.156916E2 9.768293E1 -5.088565E2
3.157250E2 9.943705E1 -5.088384E2
3.157585E2 9.768761E1 -5.089154E2
3.157919E2 1.009530E2 -5.130282E2
3.158253E2 9.708098E1 -5.106640E2
3.158587E2 8.597011E1 -5.114210E2
3.158921E2 7.164547E1 -5.133059E2
3.159255E2 6.091928E1 -5.159799E2
3.159590E2 4.616433E1 -5.168726E2
3.159924E2 3.112682E1 -5.222066E2
3.160258E2 1.528135E1 -5.218865E2
3.160592E2 -1.079127E0 -5.188363E2
3.160926E2 -1.790933E1 -5.231868E2
3.161260E2 -3.187549E1 -5.189045E2
3.161595E2 -4.752946E1 -5.186342E2
3.161929E2 -6.163787E1 -5.173510E2
3.162263E2 -7.371851E1 -5.148267E2
3.162597E2 -8.509562E1 -5.124025E2
3.162931E2 -9.612127E1 -5.141509E2
3.163265E2 -1.014919E2 -5.098304E2
3.163600E2 -1.062362E2 -5.082018E2
3.163934E2 -1.105645E2 -5.125302E2
3.164268E2 -1.089684E2 -5.078509E2
3.164602E2 -1.088501E2 -5.123202E2
3.164936E2 -1.028561E2 -5.092469E2
3.165270E2 -9.655822E1 -5.119226E2
3.165605E2 -8.887210E1 -5.150374E2
3.165939E2 -7.859951E1 -5.179704E2
3.166273E2 -6.471757E1 -5.163113E2
3.166607E2 -5.057298E1 -5.187293E2
3.166941E2 -3.632341E1 -5.197298E2
3.167276E2 -2.052917E1 -5.204535E2
3.167610E2 -4.804108E0 -5.193067E2
3.167944E2 1.162465E1 -5.236042E2
3.168278E2 2.783834E1 -5.231865E2
3.168612E2 4.398937E1 -5.168563E2
3.168946E2 5.730528E1 -5.164496E2
3.169281E2 7.150951E1 -5.145936E2
3.169615E2 8.487233E1 -5.119708E2
3.169949E2 9.369115E1 -5.108169E2
3.170283E2 9.364836E1 -5.150847E2
3.170617E2 9.768963E1 -5.139729E2
3.170951E2 1.003617E2 -5.132671E2
3.171286E2 9.991878E1 -5.134333E2
3.171620E2 9.684452E1 -5.149727E2
3.171954E2 9.145449E1 -5.152506E2
3.172288E2 8.368306E1 -5.121125E2
3.172622E2 7.537547E1 -5.155072E2
3.172956E2 6.413936E1 -5.190920E2
3.173291E2 5.132271E1 -5.209619E2
3.173625E2 3.747691E1 -5.230162E2
3.173959E2 2.149993E1 -5.227850E2
3.174293E2 6.669511E0 -5.229205E2
3.174627E2 -1.031643E1 -5.234503E2
3.174961E2 -2.710425E1 -5.230064E2
3.175296E2 -4.241200E1 -5.222183E2
3.175630E2 -5.786289E1 -5.209912E2
3.175964E2 -7.106382E1 -5.190909E2
3.176298E2 -8.180853E1 -5.171869E2
3.176632E2 -9.167408E1 -5.157183E2
3.176966E2 -9.974864E1 -5.136215E2
3.177301E2 -1.057747E2 -5.130675E2
3.177635E2 -1.088315E2 -5.118445E2
3.177969E2 -1.084849E2 -5.088724E2
3.178303E2 -1.075485E2 -5.089030E2
3.178637E2 -1.061002E2 -5.130066E2
3.178972E2 -9.946572E1 -5.128357E2
3.179306E2 -9.168971E1 -5.136127E2
3.179640E2 -8.272241E1 -5.170829E2
3.179974E2 -7.158809E1 -5.190532E2
3.180308E2 -5.663568E1 -5.168198E2
3.180642E2 -4.334140E1 -5.225682E2
3.180977E2 -2.667767E1 -5.191792E2
3.181311E2 -1.186999E1 -5.224521E2
3.181645E2 4.918153E0 -5.189183E2
3.181979E2 2.055128E1 -5.217067E2
3.182313E2 3.609715E1 -5.170498E2
3.182647E2 5.038182E1 -5.167885E2
3.182982E2 6.235718E1 -5.147343E2
3.183316E2 7.258166E1 -5.129285E2
3.183650E2 8.145725E1 -5.111146E2
3.183984E2 8.944163E1 -5.107764E2
3.184318E2 9.371152E1 -5.097796E2
3.184652E2 9.756008E1 -5.100087E2
3.184987E2 9.769638E1 -5.095906E2
3.185321E2 9.568033E1 -5.096090E2
3.185655E2 9.170102E1 -5.121143E2
3.185989E2 8.592558E1 -5.109438E2
3.186323E2 7.768051E1 -5.129650E2
3.186657E2 6.760321E1 -5.159024E2
3.186992E2 5.617100E1 -5.161393E2
3.187326E2 4.325818E1 -5.169028E2
3.187660E2 2.788620E1 -5.185361E2
3.187994E2 1.167867E1 -5.188189E2
3.188328E2 -4.639813E0 -5.189129E2
3.188662E2 -2.043018E1 -5.188908E2
3.188997E2 -3.585396E1 -5.187339E2
3.189331E2 -4.998181E1 -5.168148E2
3.189665E2 -6.603312E1 -5.195984E2
3.189999E2 -7.768237E1 -5.180610E2
3.190333E2 -8.875338E1 -5.163774E2
3.190667E2 -9.665533E1 -5.138724E2
3.191002E2 -1.039205E2 -5.131705E2
3.191336E2 -1.080627E2 -5.121669E2
3.191670E2 -1.098571E2 -5.116700E2
3.192004E2 -1.097303E2 -5.117574E2
3.192338E2 -1.076933E2 -5.130038E2
3.192673E2 -1.030476E2 -5.131622E2
3.193007E2 -9.610782E1 -5.149937E2
3.193341E2 -8.762443E1 -5.170487E2
3.193675E2 -7.635416E1 -5.190674E2
3.194009E2 -6.362548E1 -5.208158E2
3.194343E2 -5.003088E1 -5.209978E2
3.194678E2 -3.486791E1 -5.229928E2
3.195012E2 -1.843350E1 -5.207973E2
3.195346E2 -2.815394E0 -5.200499E2
3.195680E2 1.362184E1 -5.189069E2
3.196014E2 2.760991E1 -5.231462E2
3.196348E2 4.347857E1 -5.169171E2
3.196683E2 5.857841E1 -5.149446E2
3.197017E2 6.813779E1 -5.146135E2
3.197351E2 7.827642E1 -5.126576E2
3.197685E2 8.590828E1 -5.108564E2
3.198019E2 9.187180E1 -5.106744E2
3.198353E2 9.741071E1 -5.142044E2
3.198688E2 9.769414E1 -5.141091E2
3.199022E2 9.813825E1 -5.142037E2
3.199356E2 9.365575E1 -5.146770E2
3.199690E2 8.867780E1 -5.151566E2
3.200024E2 8.087901E1 -5.171846E2
3.200358E2 7.196312E1 -5.148753E2
3.200693E2 6.053178E1 -5.148754E2
3.201027E2 4.890009E1 -5.186441E2
3.201361E2 3.417055E1 -5.206475E2
3.201695E2 1.848643E1 -5.226088E2
3.202029E2 4.002813E0 -5.203229E2
3.202363E2 -1.171755E1 -5.203939E2
3.202698E2 -2.937330E1 -5.231122E2
3.203032E2 -4.247556E1 -5.188995E2
3.203366E2 -5.801231E1 -5.208956E2
3.203700E2 -7.185875E1 -5.190101E2
3.204034E2 -8.290023E1 -5.171091E2
3.204369E2 -9.212720E1 -5.149633E2
3.204703E2 -9.999993E1 -5.141716E2
3.205037E2 -1.037012E2 -5.106513E2
3.205371E2 -1.079266E2 -5.121054E2
3.205705E2 -1.086867E2 -5.124367E2
3.206039E2 -1.077168E2 -5.129824E2
3.206374E2 -1.036147E2 -5.136183E2
3.206708E2 -9.800346E1 -5.149632E2
3.207042E2 -8.974181E1 -5.165520E2
3.207376E2 -7.882929E1 -5.168710E2
3.207710E2 -6.690134E1 -5.164805E2
3.208044E2 -5.505161E1 -5.209880E2
3.208379E2 -3.918929E1 -5.184297E2
3.208713E2 -2.464128E1 -5.227757E2
3.209047E2 -8.105968E0 -5.188976E2
3.209381E2 6.852270E0 -5.189194E2
3.209715E2 2.368085E1 -5.189252E2
3.210049E2 3.789588E1 -5.180236E2
3.210384E2 5.196835E1 -5.168963E2
3.210718E2 6.445373E1 -5.149239E2
3.211052E2 7.389388E1 -5.144372E2
3.211386E2 8.261960E1 -5.170370E2
3.211720E2 8.953827E1 -5.151756E2
3.212054E2 9.360684E1 -5.095025E2
3.212389E2 9.570131E1 -5.088958E2
3.212723E2 9.569621E1 -5.088091E2
3.213057E2 9.367916E1 -5.088834E2
3.213391E2 8.968799E1 -5.150481E2
3.213725E2 8.446283E1 -5.121882E2
3.214059E2 7.560006E1 -5.171991E2
3.214394E2 6.655670E1 -5.187545E2
3.214728E2 5.377060E1 -5.190664E2
3.215062E2 4.000410E1 -5.191933E2
3.215396E2 2.437412E1 -5.199464E2
3.215730E2 8.539111E0 -5.231377E2
3.216065E2 -7.792197E0 -5.239705E2
3.216399E2 -2.366449E1 -5.233193E2
3.216733E2 -3.899428E1 -5.225828E2
3.217067E2 -5.345567E1 -5.205791E2
3.217401E2 -6.667398E1 -5.195710E2
3.217735E2 -7.692888E1 -5.140126E2
3.218070E2 -8.798475E1 -5.145208E2
3.218404E2 -9.578579E1 -5.121849E2
3.218738E2 -1.017001E2 -5.105795E2
3.219072E2 -1.054516E2 -5.099357E2
3.219406E2 -1.075656E2 -5.096986E2
3.219740E2 -1.065906E2 -5.089510E2
3.220075E2 -1.038216E2 -5.095502E2
3.220409E2 -9.869570E1 -5.103936E2
3.220743E2 -9.270672E1 -5.145371E2
3.221077E2 -8.373324E1 -5.165339E2
3.221411E2 -7.283209E1 -5.184099E2
3.221745E2 -5.909032E1 -5.161178E2
3.222080E2 -4.499835E1 -5.171121E2
3.222414E2 -2.958143E1 -5.188422E2
3.222748E2 -1.448083E1 -5.188159E2
3.223082E2 2.569794E-1 -5.188927E2
3.223416E2 1.666891E1 -5.188433E2
3.223750E2 3.148223E1 -5.182127E2
3.224085E2 4.684179E1 -5.168175E2
3.224419E2 5.917072E1 -5.199886E2
3.224753E2 7.102121E1 -5.185458E2
3.225087E2 8.761074E1 -5.129252E2
3.225421E2 9.691763E1 -5.104139E2
3.225755E2 9.727758E1 -5.150364E2
3.226090E2 9.716769E1 -5.145481E2
3.226424E2 9.566573E1 -5.113289E2
3.226758E2 9.548384E1 -5.150215E2
3.227092E2 9.930547E1 -5.150458E2
3.227426E2 8.742846E1 -5.161546E2
3.227761E2 8.106520E1 -5.175260E2
3.228095E2 6.943058E1 -5.190531E2
3.228429E2 5.777492E1 -5.210073E2
3.228763E2 4.519552E1 -5.223056E2
3.229097E2 3.007672E1 -5.228582E2
3.229431E2 1.581884E1 -5.191402E2
3.229766E2 -1.845321E0 -5.230735E2
3.230100E2 -1.741612E1 -5.235988E2
3.230434E2 -3.193621E1 -5.231356E2
3.230768E2 -4.693427E1 -5.215106E2
3.231102E2 -6.102023E1 -5.209976E2
3.231436E2 -7.340032E1 -5.191626E2
3.231771E2 -8.278111E1 -5.131515E2
3.232105E2 -9.164044E1 -5.122885E2
3.232439E2 -9.845391E1 -5.104997E2
3.232773E2 -1.031244E2 -5.093061E2
3.233107E2 -1.056132E2 -5.096248E2
3.233441E2 -1.060460E2 -5.091684E2
3.233776E2 -1.049226E2 -5.111777E2
3.234110E2 -1.009021E2 -5.122269E2
3.234444E2 -9.276554E1 -5.109557E2
3.234778E2 -8.476939E1 -5.126079E2
3.235112E2 -7.421663E1 -5.143581E2
3.235446E2 -6.379110E1 -5.196757E2
3.235781E2 -4.876270E1 -5.169582E2
3.236115E2 -3.458779E1 -5.189181E2
3.236449E2 -1.962122E1 -5.189485E2
3.236783E2 -4.326087E0 -5.189145E2
3.237117E2 1.160792E1 -5.196332E2
3.237451E2 2.701269E1 -5.200010E2
3.237786E2 4.146785E1 -5.191262E2
3.238120E2 5.395296E1 -5.156280E2
3.238454E2 6.717848E1 -5.143260E2
3.238788E2 8.274861E1 -5.119990E2
3.239122E2 8.369329E1 -5.113198E2
3.239457E2 9.932711E1 -5.089431E2
3.239791E2 9.359109E1 -5.097925E2
3.240125E2 9.559945E1 -5.089421E2
3.240459E2 9.525789E1 -5.089491E2
3.240793E2 9.171261E1 -5.089580E2
3.241127E2 8.764194E1 -5.108848E2
3.241462E2 8.179513E1 -5.170142E2
3.241796E2 7.273102E1 -5.186533E2
3.242130E2 6.203008E1 -5.149052E2
3.242464E2 5.129317E1 -5.167568E2
3.242798E2 3.771539E1 -5.184396E2
3.243132E2 2.254518E1 -5.197596E2
3.243467E2 5.369032E0 -5.208942E2
3.243801E2 -1.070185E1 -5.235566E2
3.244135E2 -2.651938E1 -5.230129E2
3.244469E2 -4.162960E1 -5.223553E2
3.244803E2 -5.580807E1 -5.205939E2
3.245137E2 -6.793958E1 -5.185060E2
3.245472E2 -7.890324E1 -5.166607E2
3.245806E2 -8.853397E1 -5.148686E2
3.246140E2 -9.530314E1 -5.108760E2
3.246474E2 -1.011448E2 -5.090751E2
3.246808E2 -1.044696E2 -5.098555E2
3.247142E2 -1.056688E2 -5.097902E2
3.247477E2 -1.048468E2 -5.102824E2
3.247811E2 -1.015339E2 -5.117792E2
3.248145E2 -9.656376E1 -5.139548E2
3.248479E2 -8.882829E1 -5.138031E2
3.248813E2 -7.967093E1 -5.159527E2
3.249147E2 -6.768438E1 -5.158747E2
3.249482E2 -5.499771E1 -5.180209E2
3.249816E2 -4.084975E1 -5.178863E2
3.250150E2 -2.586952E1 -5.194589E2
3.250484E2 -1.056555E1 -5.197602E2
3.250818E2 5.005985E0 -5.231015E2
3.251153E2 2.041850E1 -5.189222E2
3.251487E2 3.626222E1 -5.178972E2
3.251821E2 5.041006E1 -5.162559E2
3.252155E2 6.339501E1 -5.147514E2
3.252489E2 7.548227E1 -5.134619E2
3.252823E2 8.056146E1 -5.126682E2
3.253158E2 8.715852E1 -5.109227E2
3.253492E2 9.166501E1 -5.108671E2
3.253826E2 9.558371E1 -5.089531E2
3.254160E2 9.390867E1 -5.089189E2
3.254494E2 9.236362E1 -5.088924E2
3.254828E2 8.844012E1 -5.107591E2
3.255163E2 8.336609E1 -5.135050E2
3.255497E2 7.540438E1 -5.147657E2
3.255831E2 6.533481E1 -5.146495E2
3.256165E2 5.355670E1 -5.168008E2
3.256499E2 3.970836E1 -5.194729E2
3.256833E2 2.576002E1 -5.193058E2
3.257168E2 1.073364E1 -5.188162E2
3.257502E2 -5.366770E0 -5.204971E2
3.257836E2 -2.088330E1 -5.221739E2
3.258170E2 -3.598221E1 -5.215573E2
3.258504E2 -5.014780E1 -5.202010E2
3.258838E2 -6.301236E1 -5.192667E2
3.259173E2 -7.480203E1 -5.175999E2
3.259507E2 -8.457364E1 -5.148776E2
3.259841E2 -9.392932E1 -5.149813E2
3.260175E2 -1.000773E2 -5.132795E2
3.260509E2 -1.039872E2 -5.125646E2
3.260843E2 -1.060320E2 -5.121947E2
3.261178E2 -1.060293E2 -5.122150E2
3.261512E2 -1.037867E2 -5.132274E2
3.261846E2 -9.873536E1 -5.142539E2
3.262180E2 -9.195315E1 -5.153500E2
3.262514E2 -8.338518E1 -5.175524E2
3.262848E2 -7.328959E1 -5.192018E2
3.263183E2 -6.092789E1 -5.210323E2
3.263517E2 -4.662858E1 -5.208488E2
3.263851E2 -3.185851E1 -5.200885E2
3.264185E2 -1.666484E1 -5.235092E2
3.264519E2 -8.788760E-1 -5.202965E2
3.264854E2 1.443155E1 -5.202250E2
3.265188E2 2.948878E1 -5.188166E2
3.265522E2 4.444295E1 -5.169063E2
3.265856E2 5.640263E1 -5.160660E2
3.266190E2 6.913074E1 -5.149207E2
3.266524E2 7.752285E1 -5.140865E2
3.266859E2 9.072168E1 -5.108715E2
3.267193E2 9.693330E1 -5.088899E2
3.267527E2 9.359818E1 -5.149869E2
3.267861E2 9.706539E1 -5.132432E2
3.268195E2 9.563443E1 -5.135456E2
3.268529E2 9.093794E1 -5.106703E2
3.268864E2 8.554516E1 -5.109230E2
3.269198E2 7.769493E1 -5.128128E2
3.269532E2 6.992080E1 -5.145888E2
3.269866E2 5.865357E1 -5.161552E2
3.270200E2 4.594738E1 -5.169463E2
3.270534E2 3.198833E1 -5.182682E2
3.270869E2 1.717004E1 -5.189473E2
3.271203E2 1.172582E0 -5.227092E2
3.271537E2 -1.454539E1 -5.223928E2
3.271871E2 -2.985300E1 -5.225047E2
3.272205E2 -4.252631E1 -5.186719E2
3.272539E2 -5.770320E1 -5.206340E2
3.272874E2 -7.049357E1 -5.190705E2
3.273208E2 -8.133446E1 -5.179105E2
3.273542E2 -9.094785E1 -5.162214E2
3.273876E2 -9.792814E1 -5.150500E2
3.274210E2 -1.029171E2 -5.140397E2
3.274544E2 -1.057364E2 -5.132907E2
3.274879E2 -1.058879E2 -5.126239E2
3.275213E2 -1.046190E2 -5.132968E2
3.275547E2 -1.007801E2 -5.140617E2
3.275881E2 -9.478212E1 -5.152842E2
3.276215E2 -8.670484E1 -5.167540E2
3.276550E2 -7.684207E1 -5.176951E2
3.276884E2 -6.510202E1 -5.192616E2
3.277218E2 -5.270107E1 -5.211135E2
3.277552E2 -3.702355E1 -5.185058E2
3.277886E2 -2.317933E1 -5.233946E2
3.278220E2 -8.428939E0 -5.232286E2
3.278555E2 8.182398E0 -5.229943E2
3.278889E2 2.349246E1 -5.194352E2
3.279223E2 3.745483E1 -5.224768E2
3.279557E2 5.068545E1 -5.171382E2
3.279891E2 6.264267E1 -5.149474E2
3.280225E2 7.485385E1 -5.176787E2
3.280560E2 8.425399E1 -5.171704E2
3.280894E2 8.935966E1 -5.155894E2
3.281228E2 9.156362E1 -5.152028E2
3.281562E2 9.368174E1 -5.149883E2
3.281896E2 9.358631E1 -5.150277E2
3.282230E2 9.166431E1 -5.150843E2
3.282565E2 8.957156E1 -5.153237E2
3.282899E2 8.154859E1 -5.171160E2
3.283233E2 7.338878E1 -5.134831E2
3.283567E2 6.324948E1 -5.190892E2
3.283901E2 5.053238E1 -5.206541E2
3.284235E2 3.722756E1 -5.228312E2
3.284570E2 2.315030E1 -5.230161E2
3.284904E2 8.049462E0 -5.235247E2
3.285238E2 -8.366758E0 -5.233264E2
3.285572E2 -2.389537E1 -5.228827E2
3.285906E2 -3.801682E1 -5.225007E2
3.286240E2 -5.256992E1 -5.208172E2
3.286575E2 -6.509963E1 -5.190085E2
3.286909E2 -7.667502E1 -5.179652E2
3.287243E2 -8.564681E1 -5.147720E2
3.287577E2 -9.252616E1 -5.108804E2
3.287911E2 -9.866382E1 -5.099334E2
3.288246E2 -1.022282E2 -5.093593E2
3.288580E2 -1.039503E2 -5.100634E2
3.288914E2 -1.030740E2 -5.100118E2
3.289248E2 -1.005793E2 -5.117396E2
3.289582E2 -9.550697E1 -5.108631E2
3.289916E2 -8.804545E1 -5.122372E2
3.290251E2 -7.889677E1 -5.139525E2
3.290585E2 -6.810688E1 -5.147905E2
3.290919E2 -5.579595E1 -5.167611E2
3.291253E2 -4.253018E1 -5.176733E2
3.291587E2 -2.796749E1 -5.193682E2
3.291921E2 -1.291648E1 -5.200099E2
3.292256E2 2.285975E0 -5.205688E2
3.292590E2 1.750401E1 -5.200521E2
3.292924E2 3.214912E1 -5.189451E2
3.293258E2 4.561327E1 -5.180838E2
3.293592E2 5.797770E1 -5.210241E2
3.293926E2 6.900068E1 -5.192149E2
3.294261E2 7.866680E1 -5.176522E2
3.294595E2 8.407611E1 -5.169725E2
3.294929E2 9.042014E1 -5.153379E2
3.295263E2 9.167573E1 -5.106055E2
3.295597E2 9.500073E1 -5.150268E2
3.295931E2 9.246604E1 -5.151738E2
3.296266E2 9.012664E1 -5.154427E2
3.296600E2 8.367962E1 -5.170980E2
3.296934E2 7.818713E1 -5.173516E2
3.297268E2 6.820512E1 -5.191337E2
3.297602E2 5.637497E1 -5.210741E2
3.297936E2 4.642657E1 -5.168996E2
3.298271E2 2.765056E1 -5.232067E2
3.298605E2 1.401504E1 -5.205227E2
3.298939E2 -1.485767E0 -5.205546E2
3.299273E2 -1.599195E1 -5.199149E2
3.299607E2 -3.290248E1 -5.230939E2
3.299942E2 -4.601198E1 -5.213836E2
3.300276E2 -5.982016E1 -5.201723E2
3.300610E2 -7.207359E1 -5.190103E2
3.300944E2 -8.207807E1 -5.174279E2
3.301278E2 -9.095345E1 -5.161393E2
3.301612E2 -9.751550E1 -5.152082E2
3.301947E2 -1.018132E2 -5.137366E2
3.302281E2 -1.046051E2 -5.133059E2
3.302615E2 -1.045397E2 -5.134533E2
3.302949E2 -1.026245E2 -5.136172E2
3.303283E2 -9.853421E1 -5.146823E2
3.303617E2 -9.205953E1 -5.153799E2
3.303952E2 -8.389500E1 -5.172449E2
3.304286E2 -7.380799E1 -5.190614E2
3.304620E2 -6.218964E1 -5.209900E2
3.304954E2 -4.895175E1 -5.215333E2
3.305288E2 -3.490405E1 -5.231160E2
3.305622E2 -2.036599E1 -5.233506E2
3.305957E2 -4.592656E0 -5.232038E2
3.306291E2 1.120422E1 -5.196069E2
3.306625E2 2.673565E1 -5.190301E2
3.306959E2 3.948742E1 -5.230013E2
3.307293E2 5.277078E1 -5.212849E2
3.307627E2 6.354007E1 -5.148008E2
3.307962E2 7.884315E1 -5.130445E2
3.308296E2 8.236886E1 -5.173264E2
3.308630E2 8.761838E1 -5.169570E2
3.308964E2 9.063665E1 -5.108319E2
3.309298E2 9.274562E1 -5.151288E2
3.309632E2 9.236504E1 -5.151147E2
3.309967E2 9.146001E1 -5.152934E2
3.310301E2 8.919215E1 -5.154962E2
3.310635E2 8.314467E1 -5.170770E2
3.310969E2 7.053429E1 -5.190389E2
3.311303E2 5.932641E1 -5.210019E2
3.311638E2 4.752769E1 -5.213976E2
3.311972E2 3.431654E1 -5.229999E2
3.312306E2 1.935862E1 -5.231553E2
3.312640E2 3.509547E0 -5.233736E2
3.312974E2 -1.052936E1 -5.237774E2
3.313308E2 -2.631265E1 -5.232196E2
3.313643E2 -4.094553E1 -5.221145E2
3.313977E2 -5.452364E1 -5.211576E2
3.314311E2 -6.668481E1 -5.194197E2
3.314645E2 -7.764435E1 -5.183598E2
3.314979E2 -8.686630E1 -5.168134E2
3.315313E2 -9.463414E1 -5.150627E2
3.315648E2 -1.003308E2 -5.148555E2
3.315982E2 -1.026438E2 -5.118663E2
3.316316E2 -1.045403E2 -5.133577E2
3.316650E2 -1.027885E2 -5.129149E2
3.316984E2 -9.954193E1 -5.138013E2
3.317318E2 -9.444478E1 -5.153366E2
3.317653E2 -8.702269E1 -5.164961E2
3.317987E2 -7.733348E1 -5.183587E2
3.318321E2 -6.681745E1 -5.193333E2
3.318655E2 -5.408308E1 -5.210882E2
3.318989E2 -3.874434E1 -5.188514E2
3.319323E2 -2.541939E1 -5.234906E2
3.319658E2 -9.822790E0 -5.217261E2
3.319992E2 5.493420E0 -5.203624E2
3.320326E2 2.044166E1 -5.227715E2
3.320660E2 3.537613E1 -5.186906E2
3.320994E2 4.858415E1 -5.176187E2
3.321328E2 5.984537E1 -5.157478E2
3.321663E2 7.005149E1 -5.190389E2
3.321997E2 7.854488E1 -5.173500E2
3.322331E2 8.417441E1 -5.163798E2
3.322665E2 9.009108E1 -5.155543E2
3.322999E2 9.159214E1 -5.152466E2
3.323334E2 9.167032E1 -5.151898E2
3.323668E2 8.968523E1 -5.153009E2
3.324002E2 8.560218E1 -5.109375E2
3.324336E2 8.584396E1 -5.170975E2
3.324670E2 7.330714E1 -5.189845E2
3.325004E2 6.206146E1 -5.200266E2
3.325339E2 5.169269E1 -5.212453E2
3.325673E2 3.789270E1 -5.230483E2
3.326007E2 2.545922E1 -5.194792E2
