 mass A  
t x y 
2.911300E2 1.101123E1 -5.197625E2
2.911634E2 -8.112713E0 -5.200850E2
2.911969E2 -2.652420E1 -5.198570E2
2.912303E2 -4.464919E1 -5.207639E2
2.912637E2 -6.159996E1 -5.202512E2
2.912971E2 -7.709930E1 -5.174701E2
2.913305E2 -9.001562E1 -5.154749E2
2.913639E2 -1.014996E2 -5.137762E2
2.913974E2 -1.107397E2 -5.121995E2
2.914308E2 -1.175702E2 -5.105077E2
2.914642E2 -1.214716E2 -5.095173E2
2.914976E2 -1.227165E2 -5.087403E2
2.915310E2 -1.222035E2 -5.089656E2
2.915645E2 -1.180832E2 -5.090164E2
2.915979E2 -1.119261E2 -5.113027E2
2.916313E2 -1.035240E2 -5.131163E2
2.916647E2 -9.285331E1 -5.152159E2
2.916981E2 -7.962226E1 -5.176832E2
2.917315E2 -6.471931E1 -5.197843E2
2.917650E2 -4.892539E1 -5.212673E2
2.917984E2 -3.051365E1 -5.206250E2
2.918318E2 -1.265622E1 -5.208852E2
2.918652E2 5.249571E0 -5.204915E2
2.918986E2 2.496884E1 -5.196821E2
2.919320E2 4.248192E1 -5.178877E2
2.919655E2 6.015629E1 -5.166523E2
2.919989E2 7.695039E1 -5.135279E2
2.920323E2 9.201069E1 -5.109226E2
2.920657E2 1.037520E2 -5.087204E2
2.920991E2 1.137208E2 -5.088406E2
2.921325E2 1.199043E2 -5.102311E2
2.921660E2 1.237650E2 -5.086952E2
2.921994E2 1.142788E2 -5.110362E2
2.922328E2 1.096456E2 -5.066605E2
2.922662E2 1.069932E2 -5.093010E2
2.922996E2 9.967497E1 -5.102996E2
2.923330E2 9.151462E1 -5.150767E2
2.923665E2 8.039677E1 -5.168632E2
2.923999E2 6.734536E1 -5.190980E2
2.924333E2 5.186924E1 -5.209703E2
2.924667E2 3.618805E1 -5.187140E2
2.925001E2 1.826116E1 -5.204515E2
2.925335E2 -1.927917E-1 -5.203643E2
2.925670E2 -1.928689E1 -5.232444E2
2.926004E2 -3.760319E1 -5.227051E2
2.926338E2 -5.476996E1 -5.207789E2
2.926672E2 -7.016556E1 -5.182693E2
2.927006E2 -8.284698E1 -5.144915E2
2.927341E2 -9.649762E1 -5.149364E2
2.927675E2 -1.069045E2 -5.124684E2
2.928009E2 -1.144090E2 -5.113622E2
2.928343E2 -1.194954E2 -5.103968E2
2.928677E2 -1.224745E2 -5.095879E2
2.929011E2 -1.225830E2 -5.095198E2
2.929346E2 -1.198412E2 -5.093470E2
2.929680E2 -1.147859E2 -5.107748E2
2.930014E2 -1.078276E2 -5.129777E2
2.930348E2 -9.795340E1 -5.150380E2
2.930682E2 -8.564640E1 -5.171545E2
2.931016E2 -7.202238E1 -5.191449E2
2.931351E2 -5.594930E1 -5.206576E2
2.931685E2 -3.863721E1 -5.224705E2
2.932019E2 -2.156587E1 -5.232880E2
2.932353E2 -4.008192E0 -5.239970E2
2.932687E2 1.423866E1 -5.234205E2
2.933021E2 3.245189E1 -5.186217E2
2.933356E2 4.897271E1 -5.200142E2
2.933690E2 6.354378E1 -5.147925E2
2.934024E2 7.785556E1 -5.172166E2
2.934358E2 9.789082E1 -5.115416E2
2.934692E2 1.082964E2 -5.125886E2
2.935026E2 1.160164E2 -5.113062E2
2.935361E2 1.171978E2 -5.110433E2
2.935695E2 1.122803E2 -5.110223E2
2.936029E2 1.150394E2 -5.110616E2
2.936363E2 1.105613E2 -5.123602E2
2.936697E2 1.049825E2 -5.130415E2
2.937031E2 9.923932E1 -5.150305E2
2.937366E2 8.369590E1 -5.170350E2
2.937700E2 7.116884E1 -5.189897E2
2.938034E2 5.845832E1 -5.183995E2
2.938368E2 4.222438E1 -5.199862E2
2.938702E2 2.509158E1 -5.218357E2
2.939037E2 6.567371E0 -5.235943E2
2.939371E2 -1.231173E1 -5.232113E2
2.939705E2 -2.790633E1 -5.189418E2
2.940039E2 -4.758554E1 -5.219166E2
2.940373E2 -6.197894E1 -5.168654E2
2.940707E2 -7.666966E1 -5.147456E2
2.941042E2 -9.051341E1 -5.159565E2
2.941376E2 -1.009444E2 -5.124968E2
2.941710E2 -1.105631E2 -5.124512E2
2.942044E2 -1.168313E2 -5.104873E2
2.942378E2 -1.206863E2 -5.093937E2
2.942712E2 -1.218212E2 -5.091930E2
2.943047E2 -1.207211E2 -5.100401E2
2.943381E2 -1.166428E2 -5.109068E2
2.943715E2 -1.102124E2 -5.121896E2
2.944049E2 -1.016385E2 -5.141950E2
2.944383E2 -9.054023E1 -5.163074E2
2.944717E2 -7.766808E1 -5.183301E2
2.945052E2 -6.262780E1 -5.204630E2
2.945386E2 -4.538691E1 -5.186634E2
2.945720E2 -2.958499E1 -5.231953E2
2.946054E2 -1.158171E1 -5.233782E2
2.946388E2 6.227120E0 -5.235071E2
2.946722E2 2.545792E1 -5.190761E2
2.947057E2 4.263281E1 -5.179105E2
2.947391E2 5.689539E1 -5.157514E2
2.947725E2 7.424022E1 -5.135351E2
2.948059E2 8.348450E1 -5.116887E2
2.948393E2 9.519569E1 -5.150068E2
2.948727E2 1.120678E2 -5.088583E2
2.949062E2 1.177246E2 -5.073194E2
2.949396E2 1.140611E2 -5.110405E2
2.949730E2 1.129339E2 -5.103974E2
2.950064E2 1.106817E2 -5.099482E2
2.950398E2 1.058530E2 -5.107721E2
2.950733E2 9.850199E1 -5.124755E2
2.951067E2 8.848967E1 -5.152383E2
2.951401E2 7.617153E1 -5.166770E2
2.951735E2 6.306295E1 -5.149371E2
2.952069E2 4.842935E1 -5.169497E2
2.952403E2 3.185151E1 -5.187375E2
2.952738E2 1.378690E1 -5.194356E2
2.953072E2 -4.240285E0 -5.193521E2
2.953406E2 -2.202997E1 -5.227672E2
2.953740E2 -3.952082E1 -5.224579E2
2.954074E2 -5.545277E1 -5.206547E2
2.954408E2 -7.174212E1 -5.185590E2
2.954743E2 -8.565604E1 -5.169677E2
2.955077E2 -9.739921E1 -5.151061E2
2.955411E2 -1.070193E2 -5.129854E2
2.955745E2 -1.140258E2 -5.111678E2
2.956079E2 -1.188427E2 -5.104791E2
2.956413E2 -1.209557E2 -5.094606E2
2.956748E2 -1.207772E2 -5.094609E2
2.957082E2 -1.179992E2 -5.102989E2
2.957416E2 -1.128377E2 -5.111500E2
2.957750E2 -1.046922E2 -5.127879E2
2.958084E2 -9.514260E1 -5.149603E2
2.958418E2 -8.289611E1 -5.173331E2
2.958753E2 -6.886649E1 -5.194535E2
2.959087E2 -5.317083E1 -5.212417E2
2.959421E2 -3.653357E1 -5.230819E2
2.959755E2 -1.867640E1 -5.231269E2
2.960089E2 -1.301419E0 -5.232466E2
2.960423E2 1.870664E1 -5.189288E2
2.960758E2 3.698218E1 -5.193176E2
2.961092E2 5.448020E1 -5.168139E2
2.961426E2 7.140265E1 -5.144598E2
2.961760E2 8.527390E1 -5.124855E2
2.962094E2 9.826891E1 -5.106404E2
2.962429E2 1.081772E2 -5.087704E2
2.962763E2 1.157881E2 -5.063415E2
2.963097E2 1.112886E2 -5.112720E2
2.963431E2 1.108775E2 -5.111477E2
2.963765E2 1.100967E2 -5.111965E2
2.964099E2 1.070911E2 -5.122919E2
2.964434E2 1.058397E2 -5.101471E2
2.964768E2 9.292409E1 -5.149728E2
2.965102E2 8.976435E1 -5.109124E2
2.965436E2 6.971435E1 -5.146223E2
2.965770E2 6.912427E1 -5.163689E2
2.966104E2 4.670705E1 -5.168872E2
2.966439E2 2.819415E1 -5.189436E2
2.966773E2 9.155416E0 -5.204134E2
2.967107E2 -1.207082E1 -5.240919E2
2.967441E2 -2.771318E1 -5.189111E2
2.967775E2 -4.711859E1 -5.222076E2
2.968109E2 -6.277317E1 -5.208605E2
2.968444E2 -7.742782E1 -5.184479E2
2.968778E2 -9.027888E1 -5.159938E2
2.969112E2 -1.006063E2 -5.144308E2
2.969446E2 -1.088852E2 -5.124481E2
2.969780E2 -1.145046E2 -5.109218E2
2.970114E2 -1.185916E2 -5.104279E2
2.970449E2 -1.197257E2 -5.102662E2
2.970783E2 -1.179417E2 -5.104708E2
2.971117E2 -1.138023E2 -5.120943E2
2.971451E2 -1.068156E2 -5.131772E2
2.971785E2 -9.799708E1 -5.149858E2
2.972119E2 -8.666341E1 -5.170983E2
2.972454E2 -7.342670E1 -5.192757E2
2.972788E2 -5.860254E1 -5.211254E2
2.973122E2 -4.318684E1 -5.230370E2
2.973456E2 -2.339826E1 -5.188725E2
2.973790E2 -6.231164E0 -5.189304E2
2.974125E2 1.226243E1 -5.189586E2
2.974459E2 2.959418E1 -5.185751E2
2.974793E2 4.643531E1 -5.168050E2
2.975127E2 6.453749E1 -5.149219E2
2.975461E2 7.963549E1 -5.145993E2
2.975795E2 9.282622E1 -5.121570E2
2.976130E2 1.036368E2 -5.140790E2
2.976464E2 1.122570E2 -5.121475E2
2.976798E2 1.128260E2 -5.120628E2
2.977132E2 1.094209E2 -5.120985E2
2.977466E2 1.104743E2 -5.122257E2
2.977800E2 1.083348E2 -5.123463E2
2.978135E2 1.015369E2 -5.088529E2
2.978469E2 9.603097E1 -5.143616E2
2.978803E2 8.602566E1 -5.161718E2
2.979137E2 7.345476E1 -5.181403E2
2.979471E2 5.997546E1 -5.162255E2
2.979805E2 4.563149E1 -5.168728E2
2.980140E2 2.960753E1 -5.187366E2
2.980474E2 1.204354E1 -5.188905E2
2.980808E2 -6.951273E0 -5.226473E2
2.981142E2 -2.448256E1 -5.195690E2
2.981476E2 -4.177587E1 -5.203944E2
2.981810E2 -5.812048E1 -5.201482E2
2.982145E2 -7.152856E1 -5.168995E2
2.982479E2 -8.466142E1 -5.143678E2
2.982813E2 -9.639362E1 -5.128984E2
2.983147E2 -1.067786E2 -5.131147E2
2.983481E2 -1.133794E2 -5.115277E2
2.983815E2 -1.167712E2 -5.086450E2
2.984150E2 -1.188707E2 -5.083453E2
2.984484E2 -1.181156E2 -5.081365E2
2.984818E2 -1.149118E2 -5.091560E2
2.985152E2 -1.085009E2 -5.088856E2
2.985486E2 -1.008504E2 -5.101983E2
2.985820E2 -9.100129E1 -5.140330E2
2.986155E2 -7.862821E1 -5.166544E2
2.986489E2 -6.418962E1 -5.154744E2
2.986823E2 -4.846466E1 -5.175883E2
2.987157E2 -3.186060E1 -5.198938E2
2.987491E2 -1.461263E1 -5.193914E2
2.987826E2 3.542279E0 -5.203099E2
2.988160E2 2.157456E1 -5.189523E2
2.988494E2 3.654120E1 -5.176498E2
2.988828E2 5.261453E1 -5.166247E2
2.989162E2 6.936085E1 -5.145934E2
2.989496E2 8.570095E1 -5.125983E2
2.989831E2 9.820629E1 -5.105750E2
2.990165E2 9.774443E1 -5.102757E2
2.990499E2 1.149935E2 -5.086488E2
2.990833E2 1.112438E2 -5.111539E2
2.991167E2 1.075961E2 -5.075183E2
2.991501E2 1.072172E2 -5.078777E2
2.991836E2 1.039795E2 -5.103369E2
2.992170E2 9.915289E1 -5.130665E2
2.992504E2 9.372401E1 -5.108736E2
2.992838E2 8.359228E1 -5.128125E2
2.993172E2 6.577492E1 -5.152707E2
2.993506E2 5.131088E1 -5.171076E2
2.993841E2 3.488640E1 -5.229923E2
2.994175E2 1.893992E1 -5.232712E2
2.994509E2 9.852564E-1 -5.202421E2
2.994843E2 -1.712887E1 -5.231663E2
2.995177E2 -3.488461E1 -5.229640E2
2.995511E2 -5.146470E1 -5.213101E2
2.995846E2 -6.703835E1 -5.193057E2
2.996180E2 -8.000799E1 -5.175907E2
2.996514E2 -8.994023E1 -5.116667E2
2.996848E2 -1.000736E2 -5.096924E2
2.997182E2 -1.088639E2 -5.103827E2
2.997516E2 -1.136377E2 -5.076635E2
2.997851E2 -1.169075E2 -5.069811E2
2.998185E2 -1.168355E2 -5.066727E2
2.998519E2 -1.150511E2 -5.070435E2
2.998853E2 -1.108153E2 -5.092235E2
2.999187E2 -1.039811E2 -5.111877E2
2.999522E2 -9.472454E1 -5.122827E2
2.999856E2 -8.301075E1 -5.141667E2
3.000190E2 -6.989116E1 -5.161514E2
3.000524E2 -5.514741E1 -5.182031E2
3.000858E2 -3.889263E1 -5.187026E2
3.001192E2 -2.306830E1 -5.230090E2
3.001527E2 -5.988170E0 -5.232500E2
3.001861E2 1.221387E1 -5.232294E2
3.002195E2 2.894948E1 -5.205241E2
3.002529E2 4.702375E1 -5.169311E2
3.002863E2 6.196307E1 -5.148960E2
3.003197E2 7.507983E1 -5.182260E2
3.003532E2 9.285355E1 -5.108290E2
3.003866E2 1.036453E2 -5.089122E2
3.004200E2 1.117694E2 -5.074067E2
3.004534E2 1.075373E2 -5.127133E2
3.004868E2 1.094329E2 -5.124142E2
3.005202E2 1.087909E2 -5.122635E2
3.005537E2 1.073709E2 -5.129723E2
3.005871E2 9.931522E1 -5.089442E2
3.006205E2 9.240337E1 -5.107473E2
3.006539E2 8.352780E1 -5.169677E2
3.006873E2 7.260097E1 -5.190126E2
3.007207E2 5.842464E1 -5.208094E2
3.007542E2 4.164802E1 -5.220992E2
3.007876E2 2.514061E1 -5.230424E2
3.008210E2 8.997387E0 -5.242351E2
3.008544E2 -9.304424E0 -5.243016E2
3.008878E2 -2.675614E1 -5.233733E2
3.009212E2 -4.432594E1 -5.225252E2
3.009547E2 -6.035563E1 -5.209448E2
3.009881E2 -7.314484E1 -5.162816E2
3.010215E2 -8.661107E1 -5.168902E2
3.010549E2 -9.678079E1 -5.127359E2
3.010883E2 -1.066880E2 -5.129868E2
3.011218E2 -1.129492E2 -5.111742E2
3.011552E2 -1.168213E2 -5.104093E2
3.011886E2 -1.184757E2 -5.109323E2
3.012220E2 -1.176995E2 -5.110073E2
3.012554E2 -1.137060E2 -5.117855E2
3.012888E2 -1.078698E2 -5.127944E2
3.013223E2 -1.001088E2 -5.141136E2
3.013557E2 -8.966793E1 -5.162046E2
3.013891E2 -7.655273E1 -5.169309E2
3.014225E2 -6.240859E1 -5.169269E2
3.014559E2 -4.689593E1 -5.186729E2
3.014893E2 -2.931713E1 -5.188842E2
3.015228E2 -1.277718E1 -5.189106E2
3.015562E2 4.253775E0 -5.189493E2
3.015896E2 2.141539E1 -5.205048E2
3.016230E2 3.848344E1 -5.169231E2
3.016564E2 5.477709E1 -5.210111E2
3.016898E2 6.981410E1 -5.190112E2
3.017233E2 8.510634E1 -5.124537E2
3.017567E2 9.911383E1 -5.089409E2
3.017901E2 1.079645E2 -5.095011E2
3.018235E2 1.141028E2 -5.083425E2
3.018569E2 1.134135E2 -5.111683E2
3.018903E2 1.129731E2 -5.115131E2
3.019238E2 1.118177E2 -5.120902E2
3.019572E2 1.016527E2 -5.131139E2
3.019906E2 9.512099E1 -5.146064E2
3.020240E2 8.781796E1 -5.161444E2
3.020574E2 7.574536E1 -5.129079E2
3.020908E2 6.439336E1 -5.148725E2
3.021243E2 5.027407E1 -5.168745E2
3.021577E2 3.323840E1 -5.185721E2
3.021911E2 1.563712E1 -5.192025E2
3.022245E2 -2.471813E0 -5.228658E2
3.022579E2 -1.874548E1 -5.224278E2
3.022914E2 -3.624431E1 -5.221222E2
3.023248E2 -5.242730E1 -5.205409E2
3.023582E2 -6.727836E1 -5.182479E2
3.023916E2 -8.046290E1 -5.169375E2
3.024250E2 -9.249902E1 -5.152696E2
3.024584E2 -1.018392E2 -5.127768E2
3.024919E2 -1.090150E2 -5.104010E2
3.025253E2 -1.140842E2 -5.101363E2
3.025587E2 -1.168122E2 -5.091420E2
3.025921E2 -1.176942E2 -5.109890E2
3.026255E2 -1.151974E2 -5.109874E2
3.026589E2 -1.104206E2 -5.128838E2
3.026924E2 -1.035245E2 -5.142180E2
3.027258E2 -9.347450E1 -5.162081E2
3.027592E2 -8.192760E1 -5.165804E2
3.027926E2 -6.878582E1 -5.182613E2
3.028260E2 -5.284707E1 -5.177162E2
3.028594E2 -3.681473E1 -5.201262E2
3.028929E2 -1.992195E1 -5.197057E2
3.029263E2 -3.696408E0 -5.219953E2
3.029597E2 1.409716E1 -5.226366E2
3.029931E2 3.098890E1 -5.228580E2
3.030265E2 4.641504E1 -5.210998E2
3.030599E2 6.175934E1 -5.203561E2
3.030934E2 7.537270E1 -5.185668E2
3.031268E2 9.375762E1 -5.108963E2
3.031602E2 1.039466E2 -5.088303E2
3.031936E2 1.015154E2 -5.131215E2
3.032270E2 1.056528E2 -5.130643E2
3.032604E2 1.075210E2 -5.129142E2
3.032939E2 1.080413E2 -5.129969E2
3.033273E2 1.030346E2 -5.131279E2
3.033607E2 9.753289E1 -5.144929E2
3.033941E2 8.969020E1 -5.157362E2
3.034275E2 8.306717E1 -5.172261E2
3.034610E2 6.995135E1 -5.189859E2
3.034944E2 5.553995E1 -5.210403E2
3.035278E2 4.020578E1 -5.196197E2
3.035612E2 2.188058E1 -5.230147E2
3.035946E2 6.980070E0 -5.196968E2
3.036280E2 -1.012863E1 -5.196844E2
3.036615E2 -2.921843E1 -5.232250E2
3.036949E2 -4.597793E1 -5.221062E2
3.037283E2 -6.066847E1 -5.209532E2
3.037617E2 -7.382348E1 -5.167706E2
3.037951E2 -8.752969E1 -5.170795E2
3.038285E2 -9.815148E1 -5.150213E2
3.038620E2 -1.061039E2 -5.130282E2
3.038954E2 -1.119096E2 -5.116600E2
3.039288E2 -1.159131E2 -5.111406E2
3.039622E2 -1.169517E2 -5.110609E2
3.039956E2 -1.154208E2 -5.114688E2
3.040290E2 -1.114709E2 -5.118178E2
3.040625E2 -1.063326E2 -5.133741E2
3.040959E2 -9.577083E1 -5.114567E2
3.041293E2 -8.674414E1 -5.168705E2
3.041627E2 -7.411445E1 -5.181492E2
3.041961E2 -6.015973E1 -5.201057E2
3.042295E2 -4.440549E1 -5.223031E2
3.042630E2 -2.699686E1 -5.201039E2
3.042964E2 -1.078126E1 -5.232646E2
3.043298E2 7.088806E0 -5.202068E2
3.043632E2 2.502215E1 -5.189448E2
3.043966E2 4.087998E1 -5.186754E2
3.044300E2 5.558512E1 -5.177725E2
3.044635E2 6.981092E1 -5.189606E2
3.044969E2 8.128215E1 -5.145646E2
3.045303E2 9.920140E1 -5.098494E2
3.045637E2 1.079868E2 -5.097461E2
3.045971E2 1.085765E2 -5.130182E2
3.046306E2 1.051518E2 -5.085304E2
3.046640E2 1.062668E2 -5.112114E2
3.046974E2 1.032904E2 -5.085422E2
3.047308E2 1.000648E2 -5.133784E2
3.047642E2 9.351255E1 -5.106895E2
3.047976E2 8.456767E1 -5.166936E2
3.048311E2 7.253363E1 -5.182703E2
3.048645E2 5.936170E1 -5.196101E2
3.048979E2 4.515835E1 -5.194574E2
3.049313E2 3.020649E1 -5.190169E2
3.049647E2 1.234340E1 -5.230915E2
3.049981E2 -5.937803E0 -5.231077E2
3.050316E2 -2.199004E1 -5.223876E2
3.050650E2 -3.894161E1 -5.220620E2
3.050984E2 -5.481791E1 -5.210140E2
3.051318E2 -6.919258E1 -5.191423E2
3.051652E2 -8.203796E1 -5.171857E2
3.051986E2 -9.342994E1 -5.154218E2
3.052321E2 -1.024052E2 -5.136833E2
3.052655E2 -1.077629E2 -5.086039E2
3.052989E2 -1.135212E2 -5.108721E2
3.053323E2 -1.160409E2 -5.100123E2
3.053657E2 -1.158439E2 -5.103515E2
3.053991E2 -1.127377E2 -5.106202E2
3.054326E2 -1.082531E2 -5.120144E2
3.054660E2 -1.005848E2 -5.143484E2
3.054994E2 -9.108855E1 -5.161110E2
3.055328E2 -7.947849E1 -5.182156E2
3.055662E2 -6.615208E1 -5.199900E2
3.055996E2 -5.051519E1 -5.206852E2
3.056331E2 -3.410363E1 -5.226180E2
3.056665E2 -1.746751E1 -5.229238E2
3.056999E2 4.480040E-1 -5.215070E2
3.057333E2 1.716393E1 -5.208015E2
3.057667E2 3.428296E1 -5.187913E2
3.058001E2 4.930222E1 -5.201488E2
3.058336E2 6.451209E1 -5.185637E2
3.058670E2 7.632856E1 -5.165739E2
3.059004E2 8.574593E1 -5.146008E2
3.059338E2 9.643252E1 -5.119018E2
3.059672E2 9.970243E1 -5.134590E2
3.060007E2 1.049288E2 -5.130501E2
3.060341E2 1.074508E2 -5.129958E2
3.060675E2 1.053939E2 -5.123904E2
3.061009E2 9.967557E1 -5.129623E2
3.061343E2 9.698405E1 -5.145253E2
3.061677E2 8.635194E1 -5.109110E2
3.062012E2 7.667737E1 -5.172643E2
3.062346E2 6.451539E1 -5.191765E2
3.062680E2 5.096539E1 -5.209897E2
3.063014E2 3.511911E1 -5.230349E2
3.063348E2 1.902744E1 -5.228507E2
3.063682E2 1.686237E0 -5.235793E2
3.064017E2 -1.571152E1 -5.233696E2
3.064351E2 -3.252959E1 -5.226796E2
3.064685E2 -4.925127E1 -5.211836E2
3.065019E2 -6.364072E1 -5.202151E2
3.065353E2 -7.709059E1 -5.189757E2
3.065687E2 -8.897503E1 -5.169826E2
3.066022E2 -9.861350E1 -5.147928E2
3.066356E2 -1.068886E2 -5.132509E2
3.066690E2 -1.122429E2 -5.119965E2
3.067024E2 -1.150081E2 -5.113072E2
3.067358E2 -1.158764E2 -5.114100E2
3.067692E2 -1.140779E2 -5.112295E2
3.068027E2 -1.098405E2 -5.124985E2
3.068361E2 -1.033700E2 -5.143322E2
3.068695E2 -9.433457E1 -5.158629E2
3.069029E2 -8.389494E1 -5.174743E2
3.069363E2 -7.047667E1 -5.193091E2
3.069697E2 -5.682992E1 -5.211061E2
3.070032E2 -4.006377E1 -5.184090E2
3.070366E2 -2.456956E1 -5.232627E2
3.070700E2 -6.768425E0 -5.202887E2
3.071034E2 9.353691E0 -5.204350E2
3.071368E2 2.696460E1 -5.207111E2
3.071703E2 4.210270E1 -5.222736E2
3.072037E2 5.735626E1 -5.187975E2
3.072371E2 6.940394E1 -5.190418E2
3.072705E2 8.122754E1 -5.170790E2
3.073039E2 8.971794E1 -5.153736E2
3.073373E2 9.902929E1 -5.146902E2
3.073708E2 1.013231E2 -5.132942E2
3.074042E2 1.057336E2 -5.130826E2
3.074376E2 1.060706E2 -5.131366E2
3.074710E2 1.052060E2 -5.133249E2
3.075044E2 9.568412E1 -5.088958E2
3.075378E2 8.965618E1 -5.152290E2
3.075713E2 8.146085E1 -5.171982E2
3.076047E2 6.957842E1 -5.144133E2
3.076381E2 5.594616E1 -5.163086E2
3.076715E2 4.125312E1 -5.168462E2
3.077049E2 2.643732E1 -5.186047E2
3.077383E2 9.089105E0 -5.189239E2
3.077718E2 -8.471244E0 -5.229457E2
3.078052E2 -2.510535E1 -5.223100E2
3.078386E2 -4.249137E1 -5.221803E2
3.078720E2 -5.707395E1 -5.206747E2
3.079054E2 -7.100372E1 -5.189941E2
3.079388E2 -8.364236E1 -5.171250E2
3.079723E2 -9.432998E1 -5.153732E2
3.080057E2 -1.027870E2 -5.134574E2
3.080391E2 -1.085160E2 -5.107875E2
3.080725E2 -1.115716E2 -5.079332E2
3.081059E2 -1.136446E2 -5.076438E2
3.081393E2 -1.135479E2 -5.097360E2
3.081728E2 -1.106225E2 -5.108486E2
3.082062E2 -1.048160E2 -5.112160E2
3.082396E2 -9.787282E1 -5.140709E2
3.082730E2 -8.788227E1 -5.160274E2
3.083064E2 -7.544324E1 -5.183531E2
3.083399E2 -6.151996E1 -5.187770E2
3.083733E2 -4.594700E1 -5.182389E2
3.084067E2 -2.941888E1 -5.187428E2
3.084401E2 -1.398520E1 -5.188159E2
3.084735E2 2.606098E0 -5.222695E2
3.085069E2 2.009689E1 -5.226108E2
3.085404E2 3.684051E1 -5.185332E2
3.085738E2 5.145084E1 -5.207154E2
3.086072E2 6.505442E1 -5.194343E2
3.086406E2 7.719253E1 -5.181454E2
3.086740E2 8.776608E1 -5.163585E2
3.087074E2 9.364088E1 -5.150497E2
3.087409E2 9.816941E1 -5.088954E2
3.087743E2 1.027342E2 -5.130256E2
3.088077E2 1.037025E2 -5.130294E2
3.088411E2 1.018022E2 -5.088928E2
3.088745E2 9.892432E1 -5.133622E2
3.089079E2 9.258469E1 -5.149604E2
3.089414E2 8.367964E1 -5.170664E2
3.089748E2 7.383689E1 -5.181768E2
3.090082E2 6.215531E1 -5.160478E2
3.090416E2 4.770124E1 -5.186109E2
3.090750E2 3.197197E1 -5.202859E2
3.091084E2 1.564634E1 -5.203677E2
3.091419E2 -8.377628E-1 -5.205914E2
3.091753E2 -1.740596E1 -5.227879E2
3.092087E2 -3.494125E1 -5.230030E2
3.092421E2 -5.149219E1 -5.212905E2
3.092755E2 -6.508575E1 -5.198466E2
3.093089E2 -7.599830E1 -5.139563E2
3.093424E2 -8.781835E1 -5.125118E2
3.093758E2 -9.769731E1 -5.114979E2
3.094092E2 -1.045610E2 -5.097691E2
3.094426E2 -1.100237E2 -5.091156E2
3.094760E2 -1.136813E2 -5.106177E2
3.095095E2 -1.135840E2 -5.105690E2
3.095429E2 -1.115909E2 -5.115126E2
3.095763E2 -1.068184E2 -5.116313E2
3.096097E2 -9.990056E1 -5.122279E2
3.096431E2 -9.093267E1 -5.143231E2
3.096765E2 -8.052057E1 -5.174656E2
3.097100E2 -6.689264E1 -5.162021E2
3.097434E2 -5.362010E1 -5.212330E2
3.097768E2 -3.672788E1 -5.188889E2
3.098102E2 -2.150527E1 -5.232350E2
3.098436E2 -4.123871E0 -5.188376E2
3.098770E2 1.308957E1 -5.188041E2
3.099105E2 2.873765E1 -5.188203E2
3.099439E2 4.435043E1 -5.169125E2
3.099773E2 5.758505E1 -5.153700E2
3.100107E2 7.021539E1 -5.136167E2
3.100441E2 8.446130E1 -5.171923E2
3.100775E2 9.298478E1 -5.151434E2
3.101110E2 1.077561E2 -5.091491E2
3.101444E2 9.961576E1 -5.087895E2
3.101778E2 1.017048E2 -5.097250E2
3.102112E2 1.054436E2 -5.129662E2
3.102446E2 1.003806E2 -5.129786E2
3.102780E2 9.370543E1 -5.099893E2
3.103115E2 8.847659E1 -5.158447E2
3.103449E2 8.133037E1 -5.171779E2
3.103783E2 6.656335E1 -5.193094E2
3.104117E2 5.266883E1 -5.210050E2
3.104451E2 3.902710E1 -5.204703E2
3.104785E2 2.327598E1 -5.223444E2
3.105120E2 6.879512E0 -5.189344E2
3.105454E2 -1.000045E1 -5.190944E2
3.105788E2 -2.606260E1 -5.199649E2
3.106122E2 -4.331785E1 -5.225111E2
3.106456E2 -5.874161E1 -5.208769E2
3.106791E2 -7.243951E1 -5.186452E2
3.107125E2 -8.438406E1 -5.168921E2
3.107459E2 -9.473045E1 -5.145067E2
3.107793E2 -1.025319E2 -5.129297E2
3.108127E2 -1.089706E2 -5.110049E2
3.108461E2 -1.127894E2 -5.115332E2
3.108796E2 -1.141760E2 -5.111940E2
3.109130E2 -1.126809E2 -5.114730E2
3.109464E2 -1.091525E2 -5.122666E2
3.109798E2 -1.029589E2 -5.133458E2
3.110132E2 -9.469330E1 -5.136916E2
3.110466E2 -8.486480E1 -5.163028E2
3.110801E2 -7.285952E1 -5.184992E2
3.111135E2 -5.880875E1 -5.185887E2
3.111469E2 -4.356957E1 -5.212774E2
3.111803E2 -2.849094E1 -5.226974E2
3.112137E2 -1.160256E1 -5.188519E2
3.112471E2 4.685109E0 -5.233561E2
3.112806E2 2.184589E1 -5.189572E2
3.113140E2 3.827784E1 -5.187566E2
3.113474E2 5.237115E1 -5.176822E2
3.113808E2 6.518730E1 -5.160788E2
3.114142E2 7.685498E1 -5.141747E2
3.114476E2 8.551642E1 -5.128707E2
3.114811E2 1.028553E2 -5.141144E2
3.115145E2 9.845238E1 -5.127693E2
3.115479E2 1.010482E2 -5.096091E2
3.115813E2 1.016096E2 -5.096580E2
3.116147E2 1.001568E2 -5.131060E2
3.116481E2 9.840428E1 -5.149736E2
3.116816E2 9.117660E1 -5.152114E2
3.117150E2 8.500022E1 -5.170812E2
3.117484E2 7.258749E1 -5.189641E2
3.117818E2 5.987570E1 -5.161613E2
3.118152E2 4.525543E1 -5.174823E2
3.118486E2 3.008667E1 -5.212501E2
