Time (s),Position (m)
10:32:18.647,0.168
10:32:19.647,0.168
10:32:20.647,0.168
10:32:21.647,0.168
10:32:22.647,0.168
10:32:23.647,0.168
10:32:24.647,0.168
10:32:25.647,0.168
10:32:26.647,0.168
10:32:27.648,0.168
10:32:28.647,0.168
10:32:29.647,0.168
10:32:30.647,0.168
10:32:31.647,0.167
10:32:32.647,0.167
10:32:33.647,0.167
10:32:34.647,0.167
10:32:35.647,0.167
10:32:36.647,0.167
10:32:37.647,0.167
10:32:38.647,0.167
10:32:39.647,0.167
10:32:40.647,0.167
10:32:41.647,0.167
10:32:42.647,0.167
10:32:43.647,0.166
10:32:44.647,0.167
10:32:45.648,0.166
10:32:46.647,0.166
10:32:47.647,0.166
10:32:48.648,0.166
10:32:49.647,0.166
10:32:50.647,0.166
10:32:51.647,0.166
10:32:52.648,0.166
10:32:53.647,0.165
10:32:54.647,0.165
10:32:55.647,0.165
10:32:56.647,0.165
10:32:57.647,0.165
10:32:58.647,0.0
10:32:59.647,0.165
10:33:00.647,0.165
10:33:01.647,0.165
10:33:02.647,0.165
10:33:03.647,0.165
10:33:04.647,0.164
10:33:05.647,0.164
10:33:06.647,0.164
10:33:07.647,0.164
10:33:08.647,0.164
10:33:09.647,0.164
10:33:10.647,0.164
10:33:11.647,0.163
10:33:12.647,0.163
10:33:13.647,0.163
10:33:14.647,0.163
10:33:15.647,0.163
10:33:16.647,0.163
10:33:17.647,0.163
10:33:18.647,0.163
10:33:19.647,0.162
10:33:20.647,0.162
10:33:21.647,0.162
10:33:22.647,0.162
10:33:23.647,0.162
10:33:24.647,0.162
10:33:25.647,0.161
10:33:26.647,0.161
10:33:27.647,0.161
10:33:28.647,0.161
10:33:29.647,0.161
10:33:30.647,0.161
10:33:31.647,0.161
10:33:32.647,0.16
10:33:33.647,0.16
10:33:34.648,0.16
10:33:35.647,0.16
10:33:36.647,0.16
10:33:37.647,0.16
10:33:38.647,0.16
10:33:39.647,0.159
10:33:40.648,0.159
10:33:41.647,0.159
10:33:42.647,0.159
10:33:43.647,0.159
10:33:44.647,0.159
10:33:45.647,0.159
10:33:46.647,0.159
10:33:47.647,0.159
10:33:48.647,0.158
10:33:49.647,0.158
10:33:50.647,0.158
10:33:51.647,0.158
10:33:52.647,0.158
10:33:53.647,0.158
10:33:54.647,0.158
10:33:55.647,0.158
10:33:56.647,0.157
10:33:57.647,0.157
10:33:58.647,0.157
10:33:59.647,0.157
10:34:00.647,0.157
10:34:01.647,0.157
10:34:02.647,0.157
10:34:03.647,0.156
10:34:04.648,0.156
10:34:05.647,0.156
10:34:06.647,0.156
10:34:07.648,0.156
10:34:08.647,0.156
10:34:09.647,0.156
10:34:10.647,0.156
10:34:11.647,0.156
10:34:12.647,0.156
10:34:13.647,0.155
10:34:14.647,0.155
10:34:15.647,0.155
10:34:16.648,0.155
10:34:17.647,0.155
10:34:18.647,0.155
10:34:19.647,0.155
10:34:20.647,0.155
10:34:21.647,0.155
10:34:22.647,0.155
10:34:23.647,0.155
10:34:24.648,0.155
10:34:25.647,0.155
10:34:26.647,0.155
10:34:27.647,0.155
10:34:28.647,0.155
10:34:29.647,0.155
10:34:30.647,0.155
10:34:31.648,0.155
10:34:32.647,0.155
10:34:33.647,0.155
10:34:34.647,0.155
10:34:35.647,0.155
10:34:36.647,0.155
10:34:37.647,0.155
10:34:38.647,0.155
10:34:39.647,0.155
10:34:40.647,0.154
10:34:41.647,0.154
10:34:42.647,0.154
10:34:43.647,0.155
10:34:44.647,0.155
10:34:45.647,0.155
10:34:46.647,0.154
10:34:47.647,0.154
10:34:48.648,0.155
10:34:49.647,0.155
10:34:50.647,0.155
10:34:51.647,0.155
10:34:52.647,0.155
10:34:53.647,0.155
10:34:54.648,0.155
10:34:55.647,0.155
10:34:56.648,0.155
10:34:57.647,0.155
10:34:58.647,0.155
10:34:59.647,0.155
10:35:00.647,0.155
10:35:01.647,0.155
10:35:02.647,0.155
10:35:03.648,0.155
10:35:04.647,0.155
10:35:05.647,0.155
10:35:06.648,0.155
10:35:07.648,0.155
10:35:08.647,0.155
10:35:09.647,0.155
10:35:10.647,0.155
10:35:11.648,0.155
10:35:12.647,0.155
10:35:13.647,0.156
10:35:14.647,0.156
10:35:15.647,0.156
10:35:16.647,0.156
10:35:17.648,0.156
10:35:18.647,0.156
10:35:19.647,0.156
10:35:20.647,0.156
10:35:21.647,0.156
10:35:22.647,0.156
10:35:23.647,0.156
10:35:24.647,0.157
10:35:25.647,0.157
10:35:26.648,0.157
10:35:27.647,0.157
10:35:28.647,0.157
10:35:29.647,0.157
10:35:30.647,0.157
10:35:31.647,0.157
10:35:32.647,0.158
10:35:33.647,0.158
10:35:34.647,0.158
10:35:35.647,0.158
10:35:36.647,0.158
10:35:37.647,0.158
10:35:38.647,0.158
10:35:39.648,0.158
10:35:40.647,0.158
10:35:41.647,0.159
10:35:42.647,0.159
10:35:43.647,0.159
10:35:44.647,0.159
10:35:45.647,0.159
10:35:46.647,0.159
10:35:47.647,0.159
10:35:48.647,0.159
10:35:49.647,0.159
10:35:50.647,0.16
10:35:51.647,0.16
10:35:52.647,0.16
10:35:53.647,0.16
10:35:54.648,0.16
10:35:55.647,0.16
10:35:56.647,0.16
10:35:57.647,0.16
10:35:58.647,0.161
10:35:59.647,0.161
10:36:00.647,0.161
10:36:01.647,0.161
10:36:02.647,0.161
10:36:03.647,0.161
10:36:04.647,0.161
10:36:05.647,0.162
10:36:06.647,0.162
10:36:07.647,0.162
10:36:08.647,0.162
10:36:09.647,0.162
10:36:10.647,0.162
10:36:11.647,0.162
10:36:12.648,0.162
10:36:13.647,0.162
10:36:14.648,0.162
